Siglas	Votos	Diputados	Candidatura
censo	283508	202420	
participacion	2352		
abstencion	281156		
nulos	204413		
blancos	574		
PSOE	74484	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	79153	2	COALICION POPULAR
CDS	28353	0	CENTRO DEMOCRATICO Y SOCIAL
IU	5439	0	COALICION IZQUIERDA UNIDA
MUC	2029	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	4476	0	PARTIDO REFORMISTA DEMOCRATICO
PST	1839	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	8	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	876	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	931	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	733	0	UNIDAD  POPULAR REPUBLICANA
