Siglas	Votos	Diputados	Candidatura
censo	76986	2	
participacion	52483		
abstencion	24503		
nulos	679		
blancos	647		
PP	20030	1	PARTIDO POPULAR
PSOE	12331	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	7872	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	8328	0	PODEMOS
IU-UPeC	1836	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	192	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	327	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	86	0	RECORTES CERO-GRUPO VERDE
PCPE	54	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
DN	101	0	DEMOCRACIA NACIONAL
