Siglas	Votos	Diputados	Candidatura
censo	303759	199231	
participacion	9480		
abstencion	294279		
nulos	202124		
blancos	2245		
PP	42081	1	PARTIDO POPULAR
PSOE-PROGR.	55374	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	1931	0	IZQUIERDA UNIDA
CIU	78131	2	CONVERGENCIA I UNIO
ERC	14367	0	ESQUERRA REPUBLICANA DE CATALUNYA
IC-V	3581	0	INICIATIVA PER CATALUNYA-VERDS
UC-CDS	149	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	142	0	PARTIDO HUMANISTA
PLN	115	0	PARTIDO DE LA LEY NATURAL
FE	139	0	LA FALANGE
POSI	356	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
EV-AV	864	0	ELS VERDS-ALTERNATIVA VERDA
ES2000	61	0	PLATAFORMA ESPAÑA 2000
PADE	42	0	PARTIDO DEMOCRATA ESPAÑOL
EC	198	0	ESTAT CATALA
LI (LIT-CI)	64	0	LUCHA INTERNACIONALISTA
PNCA	71	0	PARTIDO NACIONALISTA CALO
