Siglas	Votos	Diputados	Candidatura
censo	171118	133135	
participacion	2207		
abstencion	168911		
nulos	134165		
blancos	1035		
PSOE	50720	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	43059	1	PARTIDO POPULAR
IU	9756	0	IZQUIERDA UNIDA
CDS	2840	0	CENTRO DEMOCRATICO Y SOCIAL
PAR	23784	0	PARTIDO ARAGONES
ARM-ADE	309	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	364	0	PARTIDO DE LA LEY NATURAL
POR	125	0	PARTIDO OBRERO REVOLUCIONARIO
NPS	81	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
CHA	1229	0	CHUNTA ARAGONESISTA
