Siglas	Votos	Diputados	Candidatura
censo	437562	320726	
participacion	6532		
abstencion	431030		
nulos	326201		
blancos	2111		
PP	120335	2	PARTIDO POPULAR
PSOE	98102	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	40354	1	IZQUIERDA UNIDA
EAJ-PNV	3158	0	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	26451	0	HERRI BATASUNA
EA	12233	0	EUSKO ALKARTASUNA
UC	356	0	UNION CENTRISTA
CDN	17020	0	CONVERGENCIA DEMOCRATAS DE NAVARRA
PRT	501	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
FEA	196	0	FALANGE ESPAÑOLA AUTENTICA
