Siglas	Votos	Diputados	Candidatura
censo	502520	5	
participacion	356462		
abstencion	146058		
nulos	3714		
blancos	3114		
PP	102244	2	PARTIDO POPULAR
PSOE	54856	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	24969	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	81216	2	PODEMOS
IU-UPeC	14528	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	2343	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	34939	0	EUSKAL HERRIA BILDU
UPYD	1452	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	956	0	RECORTES CERO-GRUPO VERDE
GBAI	30642	0	GEROA BAI
SAIn	913	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
Ln	576	0	LIBERTAD NAVARRA, LIBERTATE NAFARRA
