Siglas	Votos	Diputados	Candidatura
censo	524797	7	
participacion	360733		
abstencion	164064		
nulos	2660		
blancos	440		
UCD	131107	3	UNION DE CENTRO DEMOCRATICO
PSOE	128002	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	45384	1	PARTIDO COMUNISTA DE ESPAÑA
CD	16958	0	COALICION DEMOCRATICA
UN	4381	0	PARTIDO UNION NACIONAL
PSA-PA	22136	0	PARTIDO ANDALUCISTA
PTE	3161	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	2123	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	304	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1066	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	390	0	IZQUIERDA REPUBLICANA
PCARL	174	0	PARTIDO CARLISTA
OCEBR-UCE	1412	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
LCR	430	0	LIGA COMUNISTA REVOLUCIONARIA
ULE	187	0	UNION PARA LA LIBERTAD DE EXPRESION
POC	418	0	PARTIDO OBRERO Y CAMPESINO
