Siglas	Votos	Diputados	Candidatura
censo	548711	8	
participacion	354864		
abstencion	193847		
nulos	6154		
blancos	898		
UCD	198231	6	UNION DE CENTRO DEMOCRATICO
PSOE	54642	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	11835	0	PARTIDO COMUNISTA DE ESPAÑA
AP	40104	1	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	17265	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	6956	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	1777	0	FRENTE DEMOCRATICO DE IZQUIERDAS
AET	891	0	AGRUPACION ELECTORAL DE TRABAJADORES
RSE	1689	0	REFORMA SOCIAL ESPAÑOLA
PSG	5999	0	PARTIDO SOCIALISTA GALEGO
BNPG	8423	0	BLOQUE NACIONAL POPULAR GALLEGO
