Siglas	Votos	Diputados	Candidatura
censo	171179	133246	
participacion	11200		
abstencion	159979		
nulos	135768		
blancos	3279		
PSOE	53757	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	71821	2	PARTIDO POPULAR
IU	3375	0	IZQUIERDA UNIDA
CENB	190	0	CIUDADANOS EN BLANCO
CDS	194	0	CENTRO DEMOCRATICO Y SOCIAL
PFyV	122	0	PARTIDO FAMILIA Y VIDA
DN	55	0	DEMOCRACIA NACIONAL
UPL	754	0	UNION DEL PUEBLO LEONES
PCPE	55	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	62	0	FALANGE ESPAÑOLA DE LAS JONS
FE	52	0	LA FALANGE
TC-PNC	92	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	38	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	62	0	FALANGE AUTENTICA
PREPAL	578	0	SALAMANCA, ZAMORA, LEON PREPAL
UCL	140	0	UNION CENTRISTA LIBERAL
ZU	754	0	ZAMORA UNIDA
