Siglas	Votos	Diputados	Candidatura
censo	933940	626521	
participacion	22769		
abstencion	911171		
nulos	637094		
blancos	6412		
P.S.O.E.	233371	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	116110	1	PARTIDO POPULAR
I.U.	27471	0	IZQUIERDA UNIDA
EAJ-PNV	196242	3	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
UPyD	5997	0	UNION PROGRESO Y DEMOCRACIA
EA	19605	0	EUSKO ALKARTASUNA
C's	426	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	2343	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	3351	0	LOS VERDES
aralar	9740	0	ARALAR
PUM+J	1466	0	POR UN MUNDO MAS JUSTO
P.C.P.E.	799	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	219	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	191	0	DEMOCRACIA NACIONAL
PFyV	589	0	FAMILIA Y VIDA
PH	435	0	PARTIDO HUMANISTA
P.O.S.I.	998	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
AES	113	0	ALTERNATIVA ESPAÑOLA
AMD	617	0	ALTERNATIVA MOTOR Y DEPORTES
A.u.N.	87	0	ALIANZA NACIONAL
P.C.	166	0	PARTIDO CARLISTA
