Siglas	Votos	Diputados	Candidatura
censo	1866026	1490608	
participacion	33237		
abstencion	1832789		
nulos	1502871		
blancos	9287		
P.S.O.E.	599954	7	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	770413	9	PARTIDO POPULAR
I.U.	46683	0	IZQUIERDA UNIDA
UPyD	10890	0	UNION PROGRESO Y DEMOCRACIA
ESQUERRA	3602	0	ESQUERRA REPUBLICANA DE CATALUNYA
C's	1177	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	2257	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	2987	0	LOS VERDES-GRUPO VERDE
BLOC-IDPV-EV-EE	19826	0	BLOC-INICIATIVA-VERDS
PUM+J	1006	0	POR UN MUNDO MAS JUSTO
P.S.D.	1512	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	749	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	729	0	CIUDADANOS EN BLANCO
FE de las JONS	502	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	525	0	DEMOCRACIA NACIONAL
PFyV	511	0	FAMILIA Y VIDA
PH	390	0	PARTIDO HUMANISTA
EV-LV	3869	0	ELS VERDS-LOS VERDES
RCN-NOK	2489	0	REPRESENTACION CANNABICA NAVARRA
P.O.S.I.	478	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
AES	250	0	ALTERNATIVA ESPAÑOLA
E-2000	2220	0	ESPAÑA 2000
CVa	4906	0	COALICIO VALENCIANA
F.A.	230	0	FALANGE AUTENTICA
A.u.N.	226	0	ALIANZA NACIONAL
O.N.V.	1077	0	OPCIO NACIONALISTA VALENCIANA
plRV	429	0	PER LA REPUBLICA VALENCIANA
IRV	387	0	IDENTITAT REGNE DE VALENCIA
