Siglas	Votos	Diputados	Candidatura
censo	157835	3	
participacion	117118		
abstencion	40717		
nulos	823		
blancos	1269		
PP	53004	2	PARTIDO POPULAR
PSOE	34426	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	15263	0	UNIDOS PODEMOS
C's	10868	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	785	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	130	0	RECORTES CERO-GRUPO VERDE
UPyD	195	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	274	0	VOX
PCPE	81	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
