Siglas	Votos	Diputados	Candidatura
censo	112957	87341	
participacion	3184		
abstencion	109773		
nulos	88687		
blancos	806		
PSOE	36152	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	35920	1	PARTIDO POPULAR
IU	2514	0	IZQUIERDA UNIDA
CHA	4463	0	CHUNTA ARAGONESISTA
CENB	99	0	CIUDADANOS EN BLANCO
PAR	7000	0	PARTIDO ARAGONES
CDS	81	0	CENTRO DEMOCRATICO Y SOCIAL
PH	40	0	PARTIDO HUMANISTA
IR	53	0	IZQUIERDA REPUBLICANA
PFyV	47	0	PARTIDO FAMILIA Y VIDA
DN	30	0	DEMOCRACIA NACIONAL
PCPE	110	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	54	0	FALANGE ESPAÑOLA DE LAS JONS
FE	29	0	LA FALANGE
MSR	18	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	23	0	PARTIDO DEMOCRATA ESPAÑOL
