Siglas	Votos	Diputados	Candidatura
censo	408998	593030	
participacion	5563		
abstencion	403435		
nulos	476		
blancos	301072		
PP	156683	3	PARTIDO POPULAR
PSOE	87657	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	15692	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	12008	0	UNIÓN PROGRESO Y DEMOCRACIA
ESQUERRA	1501	0	ESQUERRA REPUBLICANA
COMPROMÍS-Q	11890	0	BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS
PACMA	1223	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
P.C.P.E.	563	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	180	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
ESPAÑA 2000	3687	0	ESPAÑA 2000
PIRATA	1001	0	PARTIDO PIRATA
POSI	284	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
