Siglas	Votos	Diputados	Candidatura
censo	926573	693112	
participacion	59779		
abstencion	866794		
nulos	707557		
blancos	18204		
PSOE	305240	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	307977	4	PARTIDO POPULAR
IU	59253	0	IZQUIERDA UNIDA
CENB	1348	0	CIUDADANOS EN BLANCO
CDS	582	0	CENTRO DEMOCRATICO Y SOCIAL
PH	415	0	PARTIDO HUMANISTA
IR	377	0	IZQUIERDA REPUBLICANA
DN	254	0	DEMOCRACIA NACIONAL
PCPE	798	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	253	0	FALANGE ESPAÑOLA DE LAS JONS
FE	181	0	LA FALANGE
MSR	216	0	MOVIMIENTO SOCIAL REPUBLICANO
VERDES	5013	0	LOS VERDES DE ASTURIES
FA	179	0	FALANGE AUTENTICA
PAS	4292	0	PARTIU ASTURIANISTA
AA	1970	0	ANDECHA ASTUR
IAS	854	0	IZQUIERDA ASTURIANA
