Siglas	Votos	Diputados	Candidatura
censo	1087472	8	
participacion	651065		
abstencion	436407		
nulos	6693		
blancos	7676		
PP	257855	4	PARTIDO POPULAR
PSOE	139973	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	60347	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-EN MAREA-ANOVA-EU	148566	2	EN MAREA
PACMA	6857	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1583	0	RECORTES CERO-GRUPO VERDE
VOX	1026	0	VOX
BNG-NÓS	19343	0	BNG-NÓS CANDIDATURA GALEGA
PCPE	754	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
SAIn	392	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
