Siglas	Votos	Diputados	Candidatura
censo	142053	213094	
participacion	5730		
abstencion	136323		
nulos	366		
blancos	107825		
PP	58759	2	PARTIDO POPULAR
PSOE	33328	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	6259	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	4686	0	UNIÓN PROGRESO Y DEMOCRACIA
PACMA	352	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	249	0	POR UN MUNDO MÁS JUSTO
UCE	77	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
SAIn	89	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
FE de las JONS	234	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PCAS	565	0	PARTIDO CASTELLANO
U.R.C.L.	174	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
