Siglas	Votos	Diputados	Candidatura
censo	978772	12	
participacion	698818		
abstencion	279954		
nulos	6677		
blancos	1051		
UCD	191099	4	UNION DE CENTRO DEMOCRATICO
PSOE	203468	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	110731	2	PARTIDO COMUNISTA DE ESPAÑA
CD	32428	0	COALICION DEMOCRATICA
UN	9225	0	PARTIDO UNION NACIONAL
PSA-PA	101601	2	PARTIDO ANDALUCISTA
PTE	27337	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	3706	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	1086	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	1031	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	741	0	IZQUIERDA REPUBLICANA
OCEBR-UCE	4271	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	1134	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	774	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	1029	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PPROV	443	0	PARTIDO PROVERISTA
POC	986	0	PARTIDO OBRERO Y CAMPESINO
