Siglas	Votos	Diputados	Candidatura
censo	367402	274914	
participacion	642		
abstencion	366760		
nulos	276389		
blancos	262		
PSOE	143416	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	82074	2	PARTIDO POPULAR
IU	17285	0	IZQUIERDA UNIDA
CDS	21717	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	2193	0	AGRUPACION RUIZ-MATEOS
LV-LV	2063	0	LOS VERDES-LISTA VERDE
LVE	1351	0	LOS VERDES ECOLOGISTAS
PTE-UC	501	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	948	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	388	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	168	0	PARTIDO HUMANISTA
AR	195	0	ALIANZA POR LA REPUBLICA
PED	105	0	UNIDAD CENTRISTA-P.E.D.
