Siglas	Votos	Diputados	Candidatura
censo	554564	365803	
participacion	5297		
abstencion	549267		
nulos	374572		
blancos	1868		
PSOE	86410	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	42934	1	PARTIDO POPULAR
IU	17733	0	IZQUIERDA UNIDA
CDS	2044	0	CENTRO DEMOCRATICO Y SOCIAL
EAJ-PNV	64195	1	EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
HB	76309	1	HERRI BATASUNA
VERDES	3703	0	LOS VERDES
EA-EUE	66645	1	COALICION EUSKO ALKARTASUNA-EUSKAL EZKERRA
LE	1839	0	LOS ECOLOGISTAS
ARM-ADE	779	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	310	0	PARTIDO DE LA LEY NATURAL
POR	216	0	PARTIDO OBRERO REVOLUCIONARIO
NPS	123	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
