Siglas	Votos	Diputados	Candidatura
censo	333348	257995	
participacion	10844		
abstencion	322504		
nulos	260785		
blancos	2558		
PP	123577	3	PARTIDO POPULAR
PSOE-PROGR.	115435	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	9463	0	IZQUIERDA UNIDA
VERDES	1543	0	LOS VERDES
UC-CDS	217	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PLN	169	0	PARTIDO DE LA LEY NATURAL
FE	223	0	LA FALANGE
ES2000	81	0	PLATAFORMA ESPAÑA 2000
PADE	102	0	PARTIDO DEMOCRATA ESPAÑOL
EU	3048	0	EXTREMADURA UNIDA
PREX-CREX	1648	0	COALICION EXTREMEÑA
SIEX	418	0	SOCIALISTAS INDEPENDIENTES DE EXTREMADURA
