Siglas	Votos	Diputados	Candidatura
censo	136717	3	
participacion	94793		
abstencion	41924		
nulos	755		
blancos	1297		
PSOE	24474	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	32527	1	PARTIDO POPULAR
VOX	17313	1	VOX
PODEMOS-IU	6059	0	UNIDAS PODEMOS
Cs	6119	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	432	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	105	0	RECORTES CERO-GRUPO VERDE
PUM+J	102	0	POR UN MUNDO MÁS JUSTO
PCTE	101	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
XAV	5416	0	POR ÁVILA
P-LIB	32	0	PARTIDO LIBERTARIO
FE de las JONS	61	0	FALANGE ESPAÑOLA DE LAS JONS
