Siglas	Votos	Diputados	Candidatura
censo	314558	4	
participacion	227046		
abstencion	87512		
nulos	1479		
blancos	1391		
PSOE	37637	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	11153	0	PARTIDO POPULAR
Cs	19150	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	6005	0	VOX
ERC-SOBIRANISTES	75760	2	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
ECP-GUANYEM EL CANVI	18723	0	EN COMÚ PODEM - GUANYEM EL CANVI
JxCAT-JUNTS	46781	1	JUNTS PER CATALUNYA-JUNTS
PACMA	2089	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
FRONT REPUBLICÀ	6194	0	POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ
RECORTES CERO-GV	204	0	RECORTES CERO-GRUPO VERDE
PUM+J	137	0	POR UN MUNDO MÁS JUSTO
IZQP	138	0	IZQUIERDA EN POSITIVO
PCPC	205	0	PARTIT COMUNISTA DEL POBLE DE CATALUNYA
