Siglas	Votos	Diputados	Candidatura
censo	433575	4	
participacion	295778		
abstencion	137797		
nulos	2899		
blancos	4178		
PSOE	95536	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	68530	1	PARTIDO POPULAR
Cs	50945	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	35103	0	UNIDAS PODEMOS
VOX	33653	0	VOX
PACMA	2338	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	299	0	RECORTES CERO-GRUPO VERDE
PUM+J	419	0	POR UN MUNDO MÁS JUSTO
PCTE	402	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PREPAL	1476	0	PARTIDO REGIONALISTA DEL PAIS LEONES
