Siglas	Votos	Diputados	Candidatura
censo	491496	6	
participacion	308989		
abstencion	182507		
nulos	2213		
blancos	2315		
PP	131801	3	PARTIDO POPULAR
PSOE	84988	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	40578	0	UNIDOS PODEMOS
C's	41897	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	2689	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	334	0	RECORTES CERO-GRUPO VERDE
UPyD	684	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	435	0	VOX
PCPE	280	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	347	0	ESCAÑOS EN BLANCO
FE de las JONS	323	0	FALANGE ESPAÑOLA DE LAS JONS
IZAR	105	0	IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA
