Siglas	Votos	Diputados	Candidatura
censo	637766	937246	
participacion	14320		
abstencion	623446		
nulos	649		
blancos	473198		
PP	209067	3	PARTIDO POPULAR
PSOE	170367	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	46066	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	17998	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	3782	0	EQUO
Eb	1786	0	ESCAÑOS EN BLANCO
PA	10453	0	PARTIDO ANDALUCISTA
PUM+J	701	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	982	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	188	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
SAIn	241	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
FE de las JONS	502	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
