Siglas	Votos	Diputados	Candidatura
censo	715724	915644	
participacion	77049		
abstencion	638675		
nulos	749		
blancos	464656		
PP	205221	4	PARTIDO POPULAR
PSOE	107600	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	20152	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	11316	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	10173	0	EQUO
CC-NC-PNC	90552	1	COALICIÓN CANARIA-NUEVA CANARIAS
PACMA	2894	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	1384	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	845	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	438	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
ANC	2193	0	ALTERNATIVA NACIONALISTA CANARIA
