Siglas	Votos	Diputados	Candidatura
censo	900892	667340	
participacion	16325		
abstencion	884567		
nulos	674516		
blancos	3412		
PP	389564	6	PARTIDO POPULAR
PSOE-PROGR.	217179	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	41842	0	IZQUIERDA UNIDA
GIL	2362	0	GRUPO INDEPENDIENTE LIBERAL
VERDES	6555	0	LOS VERDES
UC-CDS	635	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PLN	410	0	PARTIDO DE LA LEY NATURAL
FE	604	0	LA FALANGE
ES2000	383	0	PLATAFORMA ESPAÑA 2000
PADE	1389	0	PARTIDO DEMOCRATA ESPAÑOL
EC	203	0	ESTAT CATALA
PEDA	1130	0	PARTIDO ESPAÑOL DE AUTONOMOS
CCS	645	0	CONVERGENCIA CIUDADANA DEL SURESTE
NR	598	0	NUEVA REGION
