Siglas	Votos	Diputados	Candidatura
censo	688091	8	
participacion	513801		
abstencion	174290		
nulos	5541		
blancos	1401		
PSOE	315092	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	118369	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	19435	0	UNION DE CENTRO DEMOCRATICO
PCE	26935	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	7637	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1298	0	ASOCIACION POLITICA FUERZA NUEVA
PST	2420	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PSA-PA	11770	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	929	0	SOLIDARIDAD ESPAÑOLA
PCOE	1333	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	331	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	323	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	509	0	CANDIDATURA DE UNIDAD COMUNISTA
MFE	315	0	MOVIMIENTO FALANGISTA DE ESPAÑA
LC (COSI)	55	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
FE-JONS	22	0	FALANGE ESPAÑOLA DE LAS JONS
LCR-MC	86	0	COALICION ELECTORAL IZQUIERDA COMUNISTA
