Siglas	Votos	Diputados	Candidatura
censo	650906	8	
participacion	492509		
abstencion	158397		
nulos	7880		
blancos	1421		
PSOE	308571	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	97314	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	22728	0	UNION DE CENTRO DEMOCRATICO
PCE	20749	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	8473	0	CENTRO DEMOCRATICO Y SOCIAL
FN	1209	0	ASOCIACION POLITICA FUERZA NUEVA
PST	3474	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PSA-PA	16654	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
SE	902	0	SOLIDARIDAD ESPAÑOLA
PCOE	1753	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
UCE	531	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	498	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
MFE	352	0	MOVIMIENTO FALANGISTA DE ESPAÑA
