Siglas	Votos	Diputados	Candidatura
censo	333774	189144	
participacion	8378		
abstencion	325396		
nulos	190415		
blancos	2677		
PSOE	66592	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	76707	3	PARTIDO POPULAR
IU	3691	0	IZQUIERDA UNIDA
CDS	10486	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	805	0	AGRUPACION RUIZ-MATEOS
LV-LV	974	0	LOS VERDES-LISTA VERDE
PTE-UC	238	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	551	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	166	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
BNG	4921	0	BLOQUE NACIONALISTA GALEGO
CG	14578	0	COALICION GALEGA
PSG-EG	2455	0	PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA
FE-JONS	129	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	155	0	PARTIDO HUMANISTA
PNG-PG	3764	0	PARTIDO NACIONALISTA GALEGO-PARTIDO GALEGUISTA
PORE	136	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PAS	115	0	PARTIU ASTURIANISTA
FPG	577	0	FRENTE POPULAR GALEGA
