Siglas	Votos	Diputados	Candidatura
censo	283402	203509	
participacion	1501		
abstencion	281901		
nulos	205903		
blancos	512		
PSOE	65811	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	88446	2	PARTIDO POPULAR
IU	16010	0	IZQUIERDA UNIDA
CDS	21973	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	2202	0	AGRUPACION RUIZ-MATEOS
LVE	3544	0	LOS VERDES ECOLOGISTAS
PTE-UC	613	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1244	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	487	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	391	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	389	0	PARTIDO HUMANISTA
