Siglas	Votos	Diputados	Candidatura
censo	851896	7	
participacion	521882		
abstencion	330014		
nulos	3352		
blancos	5398		
PSOE	141132	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	76491	1	PARTIDO POPULAR
Cs	71667	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	75695	1	UNIDAS PODEMOS
VOX	31385	0	VOX
CCa-PNC	102811	2	COALICION CANARIA-PARTIDO NACIONALISTA CANARIO
PACMA	9157	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	1212	0	RECORTES CERO-GRUPO VERDE
PUM+J	582	0	POR UN MUNDO MÁS JUSTO
PCPE	655	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
AHORA CANARIAS	1774	0	AHORA CANARIAS: Alternativa Nacionalista Canaria ANC y Unidad del Pueblo
F8	571	0	FEMINISM8
