Siglas	Votos	Diputados	Candidatura
censo	901970	7	
participacion	579647		
abstencion	322323		
nulos	5481		
blancos	7883		
PP	197201	3	PARTIDO POPULAR
PSOE	118988	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	51453	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-En	159638	2	EN MAREA
PACMA	5315	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	3177	0	UNIÓN PROGRESO Y DEMOCRACIA
NÓS	26537	0	NÓS-CANDIDATURA GALEGA (BNG-CG-FOGA-PCPG-PG)
RECORTES CE	1439	0	RECORTES CERO-GRUPO VERDE
PCPE	1377	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PT	1158	0	PARTIDO DA TERRA
