Siglas	Votos	Diputados	Candidatura
censo	145263	117419	
participacion	4867		
abstencion	140396		
nulos	118856		
blancos	1647		
P.S.O.E.	51426	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	58649	2	PARTIDO POPULAR
I.U.	3069	0	IZQUIERDA UNIDA
UPyD	1510	0	UNION PROGRESO Y DEMOCRACIA
C's	80	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	177	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	338	0	LOS VERDES
PUM+J	132	0	POR UN MUNDO MAS JUSTO
LVE	183	0	LOS VERDES DE EUROPA
P.C.P.E.	132	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	100	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	56	0	DEMOCRACIA NACIONAL
PH	67	0	PARTIDO HUMANISTA
AES	36	0	ALTERNATIVA ESPAÑOLA
TC	417	0	TIERRA COMUNERA
F.A.	37	0	FALANGE AUTENTICA
AMD	74	0	ALTERNATIVA MOTOR Y DEPORTES
FRENTE	24	0	FRENTE ESPAÑOL
Centristas PCTR	17	0	PARTIDO CENTRISTAS
