Siglas	Votos	Diputados	Candidatura
censo	554907	747934	
participacion	20427		
abstencion	534480		
nulos	1543		
blancos	375576		
PP	51362	1	PARTIDO POPULAR
PSOE	78462	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	12595	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	5734	0	UNIÓN PROGRESO Y DEMOCRACIA
AMAIUR	130055	3	AMAIUR
EAJ-PNV	83703	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EQUO	4390	0	EQUO
PACMA	1990	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	1038	0	POR UN MUNDO MÁS JUSTO
UCE	399	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
