Siglas	Votos	Diputados	Candidatura
censo	923998	714944	
participacion	17147		
abstencion	906851		
nulos	725266		
blancos	4099		
PSOE	252246	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	413902	6	PARTIDO POPULAR
IU	30787	0	IZQUIERDA UNIDA
CENB	957	0	CIUDADANOS EN BLANCO
CDS	1153	0	CENTRO DEMOCRATICO Y SOCIAL
IR	521	0	IZQUIERDA REPUBLICANA
PFyV	657	0	PARTIDO FAMILIA Y VIDA
DN	258	0	DEMOCRACIA NACIONAL
PCPE	419	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	353	0	FALANGE ESPAÑOLA DE LAS JONS
FE	228	0	LA FALANGE
LVRM	7074	0	LOS VERDES
MSR	183	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	426	0	PARTIDO DEMOCRATA ESPAÑOL
FA	361	0	FALANGE AUTENTICA
PNT	379	0	PARTIDO NACIONAL DE LOS TRABAJADORES
CCSE	308	0	CONVERGENCIA CIUDADANA DEL SURESTE
PDN	232	0	PARTIDO DEMOCRATA NACIONAL DE ESPAÑA
