Siglas	Votos	Diputados	Candidatura
censo	122441	3	
participacion	85295		
abstencion	37146		
nulos	945		
blancos	448		
UCD	46775	2	UNION DE CENTRO DEMOCRATICO
PSOE	22886	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	2737	0	PARTIDO COMUNISTA DE ESPAÑA
CD	6971	0	COALICION DEMOCRATICA
UN	2000	0	PARTIDO UNION NACIONAL
PTE	475	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	151	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	247	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	246	0	IZQUIERDA REPUBLICANA
PCARL	197	0	PARTIDO CARLISTA
OCEBR-UCE	152	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	322	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	128	0	LIGA COMUNISTA REVOLUCIONARIA
PSAR - PSDA	615	0	COALICION POR ARAGON
