Siglas	Votos	Diputados	Candidatura
censo	361188	4	
participacion	194913		
abstencion	166275		
nulos	1804		
blancos	2390		
PSOE	63304	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	67020	2	PARTIDO POPULAR
Cs	20689	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	9984	0	VOX
PODEMOS-EU-MAREAS EN COMÚN-EQUO	17213	0	EN COMÚN-UNIDAS PODEMOS
PACMA	1576	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
BNG	7548	0	BLOQUE NACIONALISTA GALEGO
RECORTES CERO-GV	202	0	RECORTES CERO-GRUPO VERDE
PUM+J	213	0	POR UN MUNDO MÁS JUSTO
EN MAREA	2220	0	EN MAREA
PCTE	143	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
CxG	272	0	COMPROMISO POR GALICIA
VOU	335	0	VIVIR OURENSE
