Siglas	Votos	Diputados	Candidatura
censo	709834	438084	
participacion	8046		
abstencion	701788		
nulos	442046		
blancos	1956		
PP	210774	4	PARTIDO POPULAR
PSOE-PROGR.	80695	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	10941	0	IZQUIERDA UNIDA
CC	113075	2	COALICION CANARIA
VERDES	4982	0	LOS VERDES
UC-CDS	437	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	630	0	PARTIDO HUMANISTA
PLN	301	0	PARTIDO DE LA LEY NATURAL
FE	478	0	LA FALANGE
PCPE	752	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PIL	10323	0	PARTIDO DE INDEPENDIENTES DE LANZAROTE
UP-CAN	980	0	UNIDAD PROGRESISTAS DE CANARIAS
TPC	319	0	TAGOROR PENSIONISTA DE CANARIAS
