Siglas	Votos	Diputados	Candidatura
censo	498203	5	
participacion	341348		
abstencion	156855		
nulos	2454		
blancos	3781		
PP	140252	2	PARTIDO POPULAR
PSOE	79407	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	59845	1	UNIDOS PODEMOS
C's	48626	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	3369	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	483	0	RECORTES CERO-GRUPO VERDE
UPyD	1051	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	713	0	VOX
PCPE	468	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	596	0	ESCAÑOS EN BLANCO
SAIn	156	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
P-LIB	147	0	PARTIDO LIBERTARIO
