Siglas	Votos	Diputados	Candidatura
censo	938103	650309	
participacion	95862		
abstencion	842241		
nulos	660041		
blancos	23891		
PP	340434	5	PARTIDO POPULAR
PSOE-PROGR.	162273	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	9321	0	IZQUIERDA UNIDA
BNG	126287	2	BLOQUE NACIONALISTA GALEGO
UC-CDS	619	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	746	0	PARTIDO HUMANISTA
PLN	531	0	PARTIDO DE LA LEY NATURAL
FE	379	0	LA FALANGE
ES2000	319	0	PLATAFORMA ESPAÑA 2000
PADE	320	0	PARTIDO DEMOCRATA ESPAÑOL
AU.TO.NO.MO	1676	0	PARTIDO DE LOS AUTONOMOS Y PROFESIONALES
DG	1347	0	DEMOCRACIA GALEGA
CG	788	0	COALICION GALEGA
FPG	606	0	FRENTE POPULAR GALEGA
