Siglas	Votos	Diputados	Candidatura
censo	833373	7	
participacion	481925		
abstencion	351448		
nulos	2783		
blancos	5259		
PP	163129	3	PARTIDO POPULAR
PSOE	101120	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	85178	1	UNIDOS PODEMOS
C's	52576	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	8243	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
CCa-PNC	60271	1	COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO
RECORTES CERO-GRUPO VERDE	1417	0	RECORTES CERO-GRUPO VERDE
PCPE	649	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	647	0	ESCAÑOS EN BLANCO
JXC	653	0	JUNTOS POR CANARIAS
