Siglas	Votos	Diputados	Candidatura
censo	77121	53590	
participacion	2404		
abstencion	74717		
nulos	55114		
blancos	607		
PP	31883	2	PARTIDO POPULAR
PSOE-PROGR.	17436	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	2363	0	IZQUIERDA UNIDA
UC-CDS	709	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
TC-PNC	237	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	112	0	PARTIDO DE LA LEY NATURAL
FE	53	0	LA FALANGE
ES2000	40	0	PLATAFORMA ESPAÑA 2000
PADE	57	0	PARTIDO DEMOCRATA ESPAÑOL
URCL	109	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
