Siglas	Votos	Diputados	Candidatura
censo	420741	5	
participacion	297492		
abstencion	123249		
nulos	2238		
blancos	3023		
PSOE	84078	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	70176	1	PARTIDO POPULAR
VOX	54849	1	VOX
PODEMOS-IU	39251	1	UNIDAS PODEMOS
Cs	20302	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÉS COMPROMÍS	18140	0	MÉS COMPROMÍS
PACMA	2483	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	257	0	RECORTES CERO-GRUPO VERDE
PUM+J	370	0	POR UN MUNDO MÁS JUSTO
PCPE	194	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCOE	379	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
ERPV	1106	0	ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ
AVANT ADELANTE LOS VERDES	405	0	AVANT ADELANTE LOS VERDES
FE de las JONS	137	0	FALANGE ESPAÑOLA DE LAS JONS
AUNACV	104	0	AUNA COMUNITAT VALENCIANA
