Siglas	Votos	Diputados	Candidatura
censo	522860	6	
participacion	384473		
abstencion	138387		
nulos	1854		
blancos	2198		
PSOE	65422	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	12377	0	PARTIDO POPULAR
Cs	34009	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	10715	0	VOX
ERC-SOBIRANISTES	114031	3	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
ECP-GUANYEM EL CANVI	36947	0	EN COMÚ PODEM - GUANYEM EL CANVI
JxCAT-JUNTS	85863	2	JUNTS PER CATALUNYA-JUNTS
PACMA	5112	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
FRONT REPUBLICÀ	14434	0	POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ
RECORTES CERO-GV	433	0	RECORTES CERO-GRUPO VERDE
IZQP	240	0	IZQUIERDA EN POSITIVO
PCPC	353	0	PARTIT COMUNISTA DEL POBLE DE CATALUNYA
CNV	485	0	CONVERGENTS
