Siglas	Votos	Diputados	Candidatura
censo	138608	112718	
participacion	5033		
abstencion	133575		
nulos	114712		
blancos	1542		
PSOE	38640	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	67622	2	PARTIDO POPULAR
IU	3598	0	IZQUIERDA UNIDA
CENB	134	0	CIUDADANOS EN BLANCO
CDS	327	0	CENTRO DEMOCRATICO Y SOCIAL
PH	113	0	PARTIDO HUMANISTA
IR	97	0	IZQUIERDA REPUBLICANA
PFyV	87	0	PARTIDO FAMILIA Y VIDA
DN	31	0	DEMOCRACIA NACIONAL
PCPE	59	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	66	0	FALANGE ESPAÑOLA DE LAS JONS
FE	71	0	LA FALANGE
TC-PNC	532	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	29	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	56	0	PARTIDO DEMOCRATA ESPAÑOL
FA	46	0	FALANGE AUTENTICA
PMAR	77	0	PARTIDO DEL MUTUO APOYO ROMANTICO
