Siglas	Votos	Diputados	Candidatura
censo	143769	3	
participacion	101838		
abstencion	41931		
nulos	838		
blancos	1212		
PP	45965	2	PARTIDO POPULAR
PSOE	24751	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	15077	0	UNIDOS PODEMOS
C's	12428	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	761	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	202	0	RECORTES CERO-GRUPO VERDE
UPyD	273	0	UNIÓN PROGRESO Y DEMOCRACIA
PCPE	90	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	184	0	FALANGE ESPAÑOLA DE LAS JONS
SAIn	57	0	SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA
