Siglas	Votos	Diputados	Candidatura
censo	115151	84273	
participacion	3239		
abstencion	111912		
nulos	85463		
blancos	865		
PP	40383	2	PARTIDO POPULAR
PSOE-PROGR.	28488	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	2438	0	IZQUIERDA UNIDA
CHA	2831	0	CHUNTA ARAGONESISTA
PAR	8294	0	PARTIDO ARAGONES
LV-GV	317	0	LOS VERDES-GRUPO VERDE
PH	51	0	PARTIDO HUMANISTA
PLN	36	0	PARTIDO DE LA LEY NATURAL
FE	81	0	LA FALANGE
ES2000	32	0	PLATAFORMA ESPAÑA 2000
PADE	25	0	PARTIDO DEMOCRATA ESPAÑOL
EC	18	0	ESTAT CATALA
INAR	65	0	INICIATIVA ARAGONESA
