Siglas	Votos	Diputados	Candidatura
censo	55803	36264	
participacion	2002		
abstencion	53801		
nulos	36605		
blancos	470		
P.S.O.E.	14716	0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	20040	1	PARTIDO POPULAR
I.U.	244	0	IZQUIERDA UNIDA
UPyD	481	0	UNION PROGRESO Y DEMOCRACIA
C's	32	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	104	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	220	0	LOS VERDES-GRUPO VERDE
PUM+J	42	0	POR UN MUNDO MAS JUSTO
P.S.D.	67	0	PARTIDO SOCIAL DEMOCRATA
FE de las JONS	58	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
AES	18	0	ALTERNATIVA ESPAÑOLA
