Siglas	Votos	Diputados	Candidatura
censo	280694	191406	
participacion	3537		
abstencion	277157		
nulos	192275		
blancos	1422		
PSOE	58221	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	30759	1	COALICION POPULAR
CDS	6189	0	CENTRO DEMOCRATICO Y SOCIAL
CIU	77645	2	CONVERGENCIA I UNIO
IU	4811	0	COALICION IZQUIERDA UNIDA
MUC	642	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
ERC	5880	0	ESQUERRA REPUBLICANA DE CATALUNYA
PST	704	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	1430	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	211	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	238	0	UNIFICACION COMUNISTA DE ESPAÑA
AV	2222	0	LISTA ALTERNATIVA VERDE
UPR	189	0	UNIDAD  POPULAR REPUBLICANA
POSI	241	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
PORE	179	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PSDC	395	0	PARTIT SOCIALDEMOCRATA DE CATALUNYA
