Siglas	Votos	Diputados	Candidatura
censo	306592	216364	
participacion	22098		
abstencion	284494		
nulos	217832		
blancos	7163		
PSOE	85035	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	106471	2	PARTIDO POPULAR
IU	4952	0	IZQUIERDA UNIDA
CDS	2570	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	653	0	LOS VERDES
BNG	13780	0	BLOQUE NACIONALISTA GALEGO
LE	344	0	LOS ECOLOGISTAS
ARM-ADE	688	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	69	0	PARTIDO DE LA LEY NATURAL
PCPE	244	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	80	0	PARTIDO HUMANISTA
NPS	146	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
AG	144	0	ALTERNATIVA GALEGA
PB	123	0	PARTIDO DE EL BIERZO
