Siglas	Votos	Diputados	Candidatura
censo	168268	3	
participacion	101334		
abstencion	66934		
nulos	1206		
blancos	1543		
PSOE	32747	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	33495	1	PARTIDO POPULAR
VOX	17036	1	VOX
PODEMOS-IU	7001	0	UNIDAS PODEMOS
Cs	6835	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	432	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	129	0	RECORTES CERO-GRUPO VERDE
PUM+J	143	0	POR UN MUNDO MÁS JUSTO
PCTE	120	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
UPL	369	0	UNIÓN DEL PUEBLO LEONÉS
PREPAL	278	0	PARTIDO REGIONALISTA DEL PAÍS LEONÉS
