Siglas	Votos	Diputados	Candidatura
censo	247670	4	
participacion	174913		
abstencion	72757		
nulos	1225		
blancos	1931		
PP	73708	2	PARTIDO POPULAR
PSOE	42010	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	28772	1	UNIDOS PODEMOS
C's	24180	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	1350	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	312	0	RECORTES CERO-GRUPO VERDE
UPyD	425	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	366	0	VOX
PCPE	250	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	304	0	ESCAÑOS EN BLANCO
HRTS-Ln	80	0	HEGOALDE RIOJA-LIBERTAD NAVARRA
