Siglas	Votos	Diputados	Candidatura
censo	311681	5	
participacion	209735		
abstencion	101946		
nulos	2728		
blancos	456		
UCD	97592	3	UNION DE CENTRO DEMOCRATICO
PSOE	78670	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	10777	0	PARTIDO COMUNISTA DE ESPAÑA
CD	8490	0	COALICION DEMOCRATICA
UN	5656	0	PARTIDO UNION NACIONAL
PTE	1427	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	1503	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	974	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
FJONSA	746	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
FEA	716	0	FALANGE ESPAÑOLA AUTENTICA
