Siglas	Votos	Diputados	Candidatura
censo	993618	9	
participacion	652400		
abstencion	341218		
nulos	6781		
blancos	5863		
PP	179319	3	PARTIDO POPULAR
PSOE	180895	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	94962	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	130734	2	PODEMOS
IU-UPeC	38881	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	7591	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	3637	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1493	0	VOX
RECORTES CE	1042	0	RECORTES CERO-GRUPO VERDE
PCPE	780	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
P-LIB	422	0	PARTIDO LIBERTARIO
