Siglas	Votos	Diputados	Candidatura
censo	313216	230643	
participacion	31025		
abstencion	282191		
nulos	233145		
blancos	8136		
PP	134168	3	PARTIDO POPULAR
PSOE-PROGR.	53028	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	2297	0	IZQUIERDA UNIDA
BNG	37422	0	BLOQUE NACIONALISTA GALEGO
UC-CDS	291	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	157	0	PARTIDO HUMANISTA
PLN	185	0	PARTIDO DE LA LEY NATURAL
FE	118	0	LA FALANGE
ES2000	181	0	PLATAFORMA ESPAÑA 2000
PADE	61	0	PARTIDO DEMOCRATA ESPAÑOL
AU.TO.NO.MO	298	0	PARTIDO DE LOS AUTONOMOS Y PROFESIONALES
DG	238	0	DEMOCRACIA GALEGA
CG	351	0	COALICION GALEGA
FPG	161	0	FRENTE POPULAR GALEGA
