Siglas	Votos	Diputados	Candidatura
censo	244550	170060	
participacion	3380		
abstencion	241170		
nulos	172644		
blancos	716		
P.S.O.E.	69479	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	45276	1	PARTIDO POPULAR
I.U.	7120	0	IZQUIERDA UNIDA
EAJ-PNV	31983	1	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
UPyD	2019	0	UNION PROGRESO Y DEMOCRACIA
EA	5311	0	EUSKO ALKARTASUNA
C's	161	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	805	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	1080	0	LOS VERDES
aralar	2917	0	ARALAR
PUM+J	662	0	POR UN MUNDO MAS JUSTO
P.C.P.E.	254	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	57	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	63	0	DEMOCRACIA NACIONAL
PH	159	0	PARTIDO HUMANISTA
P.O.S.I.	327	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
AES	29	0	ALTERNATIVA ESPAÑOLA
AMD	215	0	ALTERNATIVA MOTOR Y DEPORTES
A.u.N.	26	0	ALIANZA NACIONAL
P.C.	58	0	PARTIDO CARLISTA
