Siglas	Votos	Diputados	Candidatura
censo	842042	12	
participacion	692926		
abstencion	149116		
nulos	8527		
blancos	2032		
UCD	223252	5	UNION DE CENTRO DEMOCRATICO
PSOE	251336	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	91914	2	PARTIDO COMUNISTA DE ESPAÑA
AP	42860	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	33329	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	6523	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	19008	0	FRENTE DEMOCRATICO DE IZQUIERDAS
ASDCI	4064	0	ALIANZA SOCIALISTA DEMOCRATICA
AET	1736	0	AGRUPACION ELECTORAL DE TRABAJADORES
AN18	2197	0	ALIANZA NACIONAL 18 DE JULIO
RSE	1736	0	REFORMA SOCIAL ESPAÑOLA
URA	2663	0	UNIDAD REGIONAL ANDALUZA
MS	1749	0	MOVIMIENTO SOCIALISTA
