Siglas	Votos	Diputados	Candidatura
censo	714352	1027786	
participacion	16144		
abstencion	698208		
nulos	1418		
blancos	520037		
PP	241074	4	PARTIDO POPULAR
PSOE	158167	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	58904	1	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	32968	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	3858	0	EQUO
PACMA	2586	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	2640	0	ESCAÑOS EN BLANCO
PUM+J	939	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	1055	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	370	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PH	463	0	PARTIDO HUMANISTA
P-LIB	410	0	PARTIDO DE LA LIBERTAD INDIVIDUAL
DeC	508	0	DEMOS EL CAMBIO
