Siglas	Votos	Diputados	Candidatura
censo	952354	1332634	
participacion	132878		
abstencion	819476		
nulos	5915		
blancos	670922		
PP	343270	5	PARTIDO POPULAR
PSOE	182056	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	30557	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	8812	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	4802	0	EQUO
BNG	77945	1	BLOQUE NACIONALISTA GALEGO
PACMA	2709	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	1241	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	776	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
UCE	319	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PH	694	0	PARTIDO HUMANISTA
SAIn	476	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
C.XXI	487	0	CONVERXENCIA VINTEÚN
