Siglas	Votos	Diputados	Candidatura
censo	748189	7	
participacion	514478		
abstencion	233711		
nulos	3442		
blancos	4235		
PP	158693	3	PARTIDO POPULAR
PSOE	158027	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	70845	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	83650	1	PODEMOS
IU-UPeC	26022	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	3843	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2697	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1245	0	VOX
RECORTES CE	638	0	RECORTES CERO-GRUPO VERDE
PCPE	696	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PUM+J	445	0	POR UN MUNDO MÁS JUSTO
