Siglas	Votos	Diputados	Candidatura
censo	855138	7	
participacion	468022		
abstencion	387116		
nulos	3380		
blancos	4443		
PSOE	132518	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	93434	2	PARTIDO POPULAR
VOX	53491	1	VOX
PODEMOS-IU	64613	1	UNIDAS PODEMOS
Cs	22979	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÁS PAÍS-EQUO	6583	0	MÁS PAÍS-EQUO
CCa-PNC-NC	76261	1	COALICIÓN CANARIA-NUEVA CANARIAS
PACMA	6150	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	489	0	RECORTES CERO-GRUPO VERDE
PUM+J	319	0	POR UN MUNDO MÁS JUSTO
PCPE	464	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	418	0	ESCAÑOS EN BLANCO
VERDES	1322	0	LOS VERDES
AHORA CANARIAS	922	0	AHORA CANARIAS: Alternativa Nacionalista Canaria (ANC) y Unidad del Pueblo
CONTIGO	236	0	CONTIGO SOMOS DEMOCRACIA
