Siglas	Votos	Diputados	Candidatura
censo	952999	738688	
participacion	115434		
abstencion	837565		
nulos	747463		
blancos	41989		
P.S.O.E.	304398	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	316688	4	PARTIDO POPULAR
I.U.	11669	0	IZQUIERDA UNIDA
UPyD	4468	0	UNION PROGRESO Y DEMOCRACIA
B.N.G.	88830	1	BLOQUE NACIONALISTA GALEGO
C's	496	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	1410	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
PUM+J	773	0	POR UN MUNDO MAS JUSTO
LVE	1800	0	LOS VERDES DE EUROPA
P.S.D.	1060	0	PARTIDO SOCIAL DEMOCRATA
FE de las JONS	341	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	288	0	DEMOCRACIA NACIONAL
PFyV	288	0	FAMILIA Y VIDA
PH	381	0	PARTIDO HUMANISTA
AES	127	0	ALTERNATIVA ESPAÑOLA
SAIn	287	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
AVE	144	0	ASAMBLEA DE VOTACION ELECTRONICA
